ID	Object.Symbol	Object.Name	Phenol.HS.logFC	Phenol.HS.p.value	Phenol.HS.FDR	RNeasy.HS.logFC	RNeasy.HS.p.value	RNeasy.HS.FDR	Direct.zol.HS.logFC	Direct.zol.HS.p.value	Direct.zol.HS.FDR	DB	Object.ID	Object.Synonym	Object.Type	Taxon	GO.ID
YOR369C	RPS12	Protein component of the small (40S) ribosomal subunit	-2.87277163139761	1.47219878927253e-9	7.36099394636264e-9	-3.31434026084205	1.56365859707481e-10	9.78897159359249e-10	-3.17906766493837	2.90812552612402e-10	1.69279844177378e-9	SGD	S000005896	YOR369C|eS12|S12|S12e|ribosomal 40S subunit protein S12	protein	taxon:559292	GO:0000028|GO:0002181|GO:0003735|GO:0003735|GO:0005737|GO:0005737|GO:0005840|GO:0005840|GO:0006412|GO:0022627|GO:0030490|GO:0110165|GO:1990145|GO:1990904
YOR370C	MRS6	Rab escort protein	-0.423372542504126	1.60794091100037e-5	3.66690487473667e-5	-0.338112950735259	2.14250664116632e-4	4.10341612787245e-4	-0.334540828127751	2.43726518801526e-4	4.61359131043199e-4	SGD	S000005897	YOR370C|MSI4|GTPase-activating protein MRS6	protein	taxon:559292	GO:0004663|GO:0004663|GO:0005092|GO:0005096|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005829|GO:0005968|GO:0005968|GO:0006612|GO:0006888|GO:0007264|GO:0007264|GO:0016020|GO:0018344|GO:0031267
YOR371C	GPB1	Multistep regulator of cAMP-PKA signaling	-0.133729703011843	0.057092019581626	0.0762005809331843	-0.0747332750786507	0.268846794852142	0.314556644564894	-0.0313697304293501	0.648774364676682	0.692167488304639	SGD	S000005898	YOR371C|KRH2	protein	taxon:559292	GO:0000209|GO:0001403|GO:0001403|GO:0004862|GO:0004862|GO:0004862|GO:0004862|GO:0004862|GO:0004862|GO:0005737|GO:0005737|GO:0005737|GO:0005886|GO:0006511|GO:0006511|GO:0007124|GO:0007124|GO:0010255|GO:0032794|GO:0042326|GO:0046579|GO:0046580
YOR372C	NDD1	Transcriptional activator essential for nuclear division	-0.565356387012665	1.08583253449825e-4	2.17018623680787e-4	-0.488494107926269	4.53746685651209e-4	8.26401813457213e-4	-0.328565478721183	0.0113918318146734	0.0169764033389523	SGD	S000005899	YOR372C	protein	taxon:559292	GO:0003713|GO:0003713|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0090282
YOR373W	NUD1	Mitotic exit network (MEN) scaffold protein	-0.974335972833183	4.800176179353e-7	1.39628514235887e-6	-0.879366453127098	2.14774539896913e-6	5.47190342532499e-6	-0.764438181814291	1.53365862851414e-5	3.43478677961771e-5	SGD	S000005900	YOR373W	protein	taxon:559292	GO:0000073|GO:0005634|GO:0005635|GO:0005737|GO:0005777|GO:0005816|GO:0005856|GO:0007049|GO:0030953|GO:0031536|GO:0031536|GO:0031536|GO:0031536|GO:0031536|GO:0035591|GO:0035591|GO:0045132|GO:0051293|GO:0051293|GO:0051301|GO:0051321|GO:0061499
YOR374W	ALD4	Mitochondrial aldehyde dehydrogenase	4.02063762593824	1.16181974748888e-12	1.67564666284022e-11	3.80708464741109	2.83633619911168e-12	3.4260595727209e-11	3.99176252872901	1.32579232645915e-12	1.8707694606527e-11	SGD	S000005901	YOR374W|ALDH2|ALD7|aldehyde dehydrogenase (NADP(+)) ALD4	protein	taxon:559292	GO:0004029|GO:0004029|GO:0004030|GO:0004030|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005759|GO:0006067|GO:0006090|GO:0006740|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0016620|GO:0019413|GO:0042645
YOR375C	GDH1	NADP(+)-dependent glutamate dehydrogenase	-1.08018362198723	1.12336091958217e-9	5.75403891618444e-9	-1.32673022761202	2.84684617436863e-11	2.37709630775873e-10	-1.25730642281362	7.19613653632605e-11	5.19573449793775e-10	SGD	S000005902	YOR375C|DHE4|URE1|GDH-A|GDHA|glutamate dehydrogenase (NADP(+)) GDH1	protein	taxon:559292	GO:0004353|GO:0004354|GO:0004354|GO:0004354|GO:0004354|GO:0004354|GO:0004354|GO:0005634|GO:0005737|GO:0006520|GO:0006520|GO:0006520|GO:0006537|GO:0006537|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0016639|GO:0016639
YOR376W-A	YOR376W-A	Putative protein of unknown function	0.777459447738238	0.00765994184155305	0.0118794870832012	0.947846034042516	8.25068965080813e-4	0.00144528642943133	1.70768616001569	2.88556765781507e-6	7.23858211597199e-6	SGD	S000028586	YOR376W-A	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YOR377W	ATF1	Alcohol acetyltransferase	-0.383581639669673	4.25220667967674e-4	7.77826525699673e-4	-0.352072373519775	7.91925985963319e-4	0.00139304930704366	-0.413056192100036	1.73992100242748e-4	3.35744125057505e-4	SGD	S000005904	YOR377W|alcohol O-acetyltransferase	protein	taxon:559292	GO:0004026|GO:0004026|GO:0005783|GO:0005783|GO:0005789|GO:0005811|GO:0005811|GO:0005811|GO:0016020|GO:0016740|GO:0016746|GO:0016787|GO:0047617|GO:1901089|GO:1901089|GO:1901089
YOR378W	AMF1	Low affinity NH4+ transporter	-0.422705694847604	0.0332664226988753	0.0462734363133645	-0.402840180931822	0.0549163589781198	0.0734135794127905	-0.598822965823384	0.00614082187100766	0.00952902751728098	SGD	S000005905	YOR378W	protein	taxon:559292	GO:0005886|GO:0005886|GO:0005886|GO:0008519|GO:0016020|GO:0022857|GO:0022857|GO:0055085|GO:0071944|GO:0072488|GO:0072488|GO:0072488|GO:0072488
YOR380W	RDR1	Transcriptional repressor involved in regulating multidrug resistance	0.281436531925112	0.00606329562384081	0.00954964993612706	0.359286645150226	8.19847345404068e-4	0.00143699728800295	0.366919301027762	6.87293034168131e-4	0.00121811899473639	SGD	S000005907	YOR380W	protein	taxon:559292	GO:0000981|GO:0000981|GO:0003677|GO:0003677|GO:0003700|GO:0005634|GO:0005634|GO:0005634|GO:0006351|GO:0006355|GO:0006355|GO:0006357|GO:0008270|GO:0008270|GO:0008270|GO:0008270|GO:0009410|GO:0043565|GO:0046872
YOR381W	FRE3	Ferric reductase	0.215389048888217	0.0615299167422712	0.0815221156748796	0.527205285408217	9.38697142706129e-5	1.88316890898325e-4	0.311745333208342	0.0112770838694834	0.0168139401356026	SGD	S000005908	YOR381W|ferric-chelate reductase	protein	taxon:559292	GO:0000293|GO:0000293|GO:0000293|GO:0000293|GO:0000293|GO:0000293|GO:0000324|GO:0005886|GO:0005886|GO:0005886|GO:0006811|GO:0006826|GO:0006879|GO:0006879|GO:0015891|GO:0016020|GO:0016020|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0034755|GO:0046872|GO:0052851
YOR381W-A	YOR381W-A	Putative protein of unknown function	-0.0132590989396035	0.984167489589168	0.987532164767251	0.335447882958518	0.575667670789947	0.623578008403208	0.143854866768203	0.851250054266008	0.875716407034957	SGD	S000028587	YOR381W-A	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YOR382W	FIT2	Mannoprotein that is incorporated into the cell wall	2.09753944543443	6.34652874203412e-12	6.91171126451582e-11	2.39835955728746	1.16179898324374e-12	1.55876433536871e-11	2.31377173027396	1.86412461280931e-12	2.44796677342073e-11	SGD	S000005909	YOR382W	protein	taxon:559292	GO:0000324|GO:0003674|GO:0005576|GO:0006811|GO:0009277|GO:0009277|GO:0015891|GO:0015891|GO:0016020|GO:0016020|GO:0034755|GO:0071944
YOR383C	FIT3	Mannoprotein that is incorporated into the cell wall	0.726336295379097	1.5928892926626e-4	3.09919129861765e-4	0.671710029618018	5.03232985740945e-4	9.12002971997329e-4	0.94078525154903	9.78640570124057e-6	2.26701663244997e-5	SGD	S000005910	YOR383C	protein	taxon:559292	GO:0000324|GO:0003674|GO:0005576|GO:0006811|GO:0009277|GO:0015891|GO:0016020|GO:0016020|GO:0034755|GO:0071944
YOR384W	FRE5	Putative ferric reductase with similarity to Fre2p	1.3580176761771	0.00249942373350715	0.00412819845686184	1.42541504394234	0.00141078925439951	0.00239691256825618	1.34744073094461	0.00224007875414537	0.00369050302745814	SGD	S000005911	YOR384W|putative ferric-chelate reductase	protein	taxon:559292	GO:0000293|GO:0000293|GO:0000293|GO:0005739|GO:0005739|GO:0005886|GO:0005886|GO:0006811|GO:0006826|GO:0008150|GO:0016020|GO:0016020|GO:0016491|GO:0016491|GO:0016491|GO:0016491|GO:0046872|GO:0052851
YOR385W	YOR385W	Putative protein of unknown function	0.0705486790414073	0.554669955839399	0.603170181692715	0.0834960651861212	0.461584893556973	0.512872103952192	0.277346188311361	0.0236140802495168	0.0335141806249186	SGD	S000005912	YOR385W	protein	taxon:559292	GO:0003674|GO:0005737|GO:0005737|GO:0005737|GO:0008150
YOR386W	PHR1	DNA photolyase involved in photoreactivation	1.8398247939847	6.98291856291483e-14	1.84481230234633e-12	1.8774416852891	2.16637693745e-14	6.76416628874016e-13	1.95474779481172	1.58859520352994e-14	5.35922634754067e-13	SGD	S000005913	YOR386W|deoxyribodipyrimidine photo-lyase PHR1	protein	taxon:559292	GO:0000166|GO:0000719|GO:0003677|GO:0003729|GO:0003904|GO:0003904|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0006139|GO:0006281|GO:0006950|GO:0006974|GO:0016829|GO:0051716|GO:0097159|GO:1901363
YOR388C	FDH1	NAD(+)-dependent formate dehydrogenase	1.05133794026353	0.131130675241574	0.164263137786606	1.66603516698555	0.0160296918601631	0.023406540104268	1.60985912580742	0.0307531076995165	0.0429300219253654	SGD	S000005915	YOR388C|formate dehydrogenase (NAD+)	protein	taxon:559292	GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0008863|GO:0008863|GO:0008863|GO:0008863|GO:0016491|GO:0016616|GO:0042183|GO:0042183|GO:0042183|GO:0051287|GO:0051287
YOR389W	YOR389W	Putative protein of unknown function	-0.348368578169701	0.0134930451102941	0.0200923832565769	-0.232597177928078	0.086698260555176307	0.112146053208216	-0.325196974711483	0.020430131609971	0.0292642441558149	SGD	S000005916	YOR389W	protein	taxon:559292	GO:0003674|GO:0005575|GO:0005576|GO:0005576|GO:0008150
YOR390W	FEX1	Protein involved in fluoride export	-0.623421350656827	0.00990243221068084	0.0150901550043345	-0.587584206786502	0.0177749125407984	0.0257753795984403	-0.365021726101387	0.127477880455151	0.159892127835842	SGD	S000005917	YOR390W|fluoride transporter	protein	taxon:559292	GO:0005886|GO:0005886|GO:0005886|GO:0016020|GO:0016020|GO:0071944|GO:1903424|GO:1903424|GO:1903424|GO:1903425|GO:1903425
YOR391C	HSP33	Possible chaperone and cysteine protease	2.63003160485384	9.65135830985522e-4	0.00168561360544035	3.00870920352695	2.14258440066934e-4	4.10341612787245e-4	3.38785357426607	6.35009076640033e-5	1.30150254185649e-4	SGD	S000005918	YOR391C|glutathione-independent methylglyoxalase family protein	protein	taxon:559292	GO:0000932|GO:0005575|GO:0005737|GO:0016829|GO:0019172|GO:0019249|GO:0031669|GO:0044183|GO:0061077
YOR393W	ERR1	Putative phosphopyruvate hydratase	3.53446149430104	2.687240581539e-12	3.38500047502874e-11	3.56174971012964	3.30906472418287e-12	3.90044376123563e-11	3.30127601869515	7.21335022690053e-12	7.53422879571283e-11	SGD	S000005920	YOR393W|phosphopyruvate hydratase ERR1	protein	taxon:559292	GO:0000015|GO:0000287|GO:0004634|GO:0004634|GO:0004634|GO:0004634|GO:0005575|GO:0006096|GO:0006096|GO:0006096|GO:0008150|GO:0016829|GO:0046872
YOR396W	YRF1-8	One of several telomeric Y' element-encoded DNA helicases	-1.22833333960134	1.02291829198045e-4	2.05493852632623e-4	-0.808309150000321	0.00425071414036331	0.00674734775660699	-0.525901124840767	0.0754195491658063	0.0986876401255646	SGD	S000007526	YOR396W|Y' element ATP-dependent helicase protein 1 copy 8	protein	taxon:559292	GO:0000166|GO:0000722|GO:0003676|GO:0004386|GO:0004386|GO:0005524|GO:0005524|GO:0005575|GO:0008150|GO:0016787
YPL001W	HAT1	Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex	0.0876214837418928	0.509091455195756	0.559095760897865	0.0804239504778448	0.527638002035812	0.576873732901884	0.172089093123476	0.189553225236312	0.229418027244774	SGD	S000005922	YPL001W|KAT1|histone acetyltransferase catalytic subunit HAT1	protein	taxon:559292	GO:0000123|GO:0000123|GO:0000123|GO:0000781|GO:0003682|GO:0004402|GO:0004402|GO:0004402|GO:0004402|GO:0004402|GO:0004402|GO:0004402|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0006281|GO:0006325|GO:0006325|GO:0006325|GO:0006974|GO:0016573|GO:0016740|GO:0016746|GO:0016747|GO:0031509|GO:0031509|GO:0031509|GO:0031509|GO:0031509|GO:0042393
YPL002C	SNF8	Component of the ESCRT-II complex	0.12774755882211	0.259890893822401	0.306583510196442	0.203533881213466	0.0656336739721982	0.086713856902274	0.195628420577341	0.0766590777675141	0.100220219709423	SGD	S000005923	YPL002C|VPS22|VPL14|ESCRT-II subunit protein SNF8	protein	taxon:559292	GO:0000433|GO:0000814|GO:0000814|GO:0003674|GO:0005737|GO:0005737|GO:0005768|GO:0006623|GO:0010008|GO:0015031|GO:0016020|GO:0071985|GO:1904669
YPL003W	ULA1	Protein that activates Rub1p (NEDD8) before neddylation	1.0479514798237901	5.80142851304856e-8	1.983365484659e-7	1.17526265884763	6.83252870599174e-9	2.70444662873712e-8	1.15145226165199	9.7357900112468e-9	3.84842339165109e-8	SGD	S000005924	YPL003W|ENR2	protein	taxon:559292	GO:0000166|GO:0005524|GO:0005575|GO:0008641|GO:0019781|GO:0019781|GO:0019781|GO:0045116|GO:0045116|GO:0045116|GO:0045116
YPL004C	LSP1	Eisosome core component	1.56909513251319	1.39241523593316e-8	5.41648604037616e-8	1.39947488026386	8.49832818032596e-8	2.72745688455513e-7	1.43406510421227	5.79196248347254e-8	1.94339636703787e-7	SGD	S000005925	YPL004C|lipid-binding protein LSP1	protein	taxon:559292	GO:0005737|GO:0005737|GO:0005737|GO:0005739|GO:0005739|GO:0005739|GO:0005741|GO:0005886|GO:0005938|GO:0006897|GO:0008289|GO:0009408|GO:0032126|GO:0071944|GO:0110165
YPL005W	AEP3	Peripheral mitochondrial inner membrane protein	0.363808646890197	0.00185280701597201	0.00311721902658517	0.506590944994562	3.65965344551901e-5	7.76931852629171e-5	0.639567129482887	1.94315391577633e-6	4.98527687308e-6	SGD	S000005926	YPL005W	protein	taxon:559292	GO:0003674|GO:0005737|GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0016020|GO:0016071|GO:0070124|GO:0070124
YPL006W	NCR1	Vacuolar membrane protein involved with Npc2p in sterol trafficking	1.11622129835156	2.03003069744085e-12	2.69599099411263e-11	1.09820811590396	3.10026949350079e-12	3.71399631160196e-11	1.00047657123383	2.00483548710684e-11	1.76903539021096e-10	SGD	S000005927	YPL006W|sphingolipid transporter	protein	taxon:559292	GO:0000329|GO:0000329|GO:0005773|GO:0005774|GO:0005783|GO:0006629|GO:0006665|GO:0006665|GO:0006869|GO:0015918|GO:0015918|GO:0016020|GO:0016020|GO:0032934
YPL007C	TFC8	Subunit of RNA polymerase III transcription initiation factor complex	-0.10385154759289	0.328125753950428	0.377740375698963	-0.0230554906169824	0.818611496683388	0.845696847154433	-0.280239519584443	0.0103565440241663	0.0155372010739936	SGD	S000005928	YPL007C|tau 60|transcription factor TFIIIC subunit TFC8	protein	taxon:559292	GO:0000127|GO:0000127|GO:0000127|GO:0001002|GO:0001002|GO:0001003|GO:0003677|GO:0005634|GO:0005634|GO:0006383|GO:0006383|GO:0006383|GO:0006383|GO:0006383|GO:0006383|GO:0006383|GO:0008270|GO:0008301|GO:0042791
YPL008W	CHL1	Probable DNA helicase	-0.413974191723684	4.24075208500007e-5	9.03564963301285e-5	-0.355692818430265	1.70684629108179e-4	3.32642354868862e-4	-0.291359871899243	0.00137267362569791	0.00233756721289432	SGD	S000005929	YPL008W|MCM12|CTF1|LPA9|DNA helicase	protein	taxon:559292	GO:0000166|GO:0000785|GO:0003676|GO:0003677|GO:0003677|GO:0003678|GO:0003678|GO:0003678|GO:0003678|GO:0004386|GO:0004386|GO:0005524|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005634|GO:0006139|GO:0006974|GO:0007049|GO:0007064|GO:0007064|GO:0007064|GO:0007064|GO:0007064|GO:0007064|GO:0007064|GO:0007064|GO:0016787|GO:0016818|GO:0016818|GO:0031571|GO:0034085|GO:0036297|GO:0043229|GO:0071840|GO:0090304
YPL009C	RQC2	Component of the Ribosome Quality Control (RQC) complex	0.0598157788741054	0.271141466733179	0.31819280482282303	0.236147511302227	1.97956142157365e-4	3.80859572095618e-4	0.112544866811108	0.0444777312721435	0.0602966010548458	SGD	S000005930	YPL009C|TAE2	protein	taxon:559292	GO:0000049|GO:0003729|GO:0005737|GO:0005737|GO:0005737|GO:0006412|GO:0010494|GO:0010494|GO:0043023|GO:0043043|GO:0072344|GO:1990112|GO:1990112|GO:1990112|GO:1990112|GO:1990116|GO:1990116
YPL010W	RET3	Zeta subunit of the coatomer complex (COPI)	-0.210477197910882	0.027515119318123	0.0389471305515751	-0.36766658241117	4.21952106733429e-4	7.74018395789133e-4	-0.25956980362979	0.00773402693916586	0.0118164336629109	SGD	S000005931	YPL010W|coatomer subunit zeta	protein	taxon:559292	GO:0000139|GO:0003674|GO:0005737|GO:0005737|GO:0005794|GO:0006890|GO:0006890|GO:0015031|GO:0016020|GO:0016192|GO:0030117|GO:0030126|GO:0030126|GO:0030126|GO:0030663|GO:0031410
YPL011C	TAF3	TFIID subunit (47 kDa)	-0.059632261034255	0.456701111417627	0.508504462067806	0.056474250147304	0.466740173369422	0.517816068357306	-0.0545803388634578	0.482481925102318	0.532763149050151	SGD	S000005932	YPL011C|TAF47|TafII47	protein	taxon:559292	GO:0003682|GO:0005634|GO:0005634|GO:0005669|GO:0005669|GO:0006366|GO:0006366|GO:0046982|GO:0110165
YPL012W	RRP12	Protein required for export of the ribosomal subunits	-2.52696152698682	8.29074106061453e-10	4.41621143609866e-9	-2.51532529187893	8.05903185541701e-10	4.09935155903794e-9	-2.5990091151314	5.70536247726027e-10	3.04664812995074e-9	SGD	S000005933	YPL012W|mRNA-binding protein RRP12	protein	taxon:559292	GO:0000462|GO:0000462|GO:0003723|GO:0003729|GO:0005634|GO:0005634|GO:0005730|GO:0005730|GO:0005737|GO:0005737|GO:0005737|GO:0005840|GO:0030686|GO:0030688|GO:0042254|GO:0042254
YPL013C	MRPS16	Mitochondrial ribosomal protein of the small subunit	-0.341279258528433	0.00788422147327717	0.0122047415738758	-0.183741711099191	0.0995536603597774	0.127677515034279	-0.253448409567685	0.027534186785042	0.0386571816379326	SGD	S000005934	YPL013C|bS16m|mitochondrial 37S ribosomal protein MRPS16	protein	taxon:559292	GO:0003735|GO:0003735|GO:0003735|GO:0005737|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005763|GO:0005840|GO:0005840|GO:0005840|GO:0006412|GO:0006412|GO:0032543|GO:0043229|GO:1990904
YPL014W	CIP1	Cyclin-dependent kinase inhibitor	0.148531981092544	0.485701678385288	0.537009346231627	0.547840300598939	0.0166849999990563	0.0242909102168801	0.479276880523905	0.0348299166664235	0.0481402427200155	SGD	S000005935	YPL014W	protein	taxon:559292	GO:0001933|GO:0001933|GO:0004861|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737
YPL015C	HST2	Cytoplasmic NAD(+)-dependent protein deacetylase	0.0484849016664384	0.585727992437959	0.632375081039326	0.164177057016938	0.0781892382285876	0.101948207108354	0.0701316020214887	0.437557963630141	0.488115782308804	SGD	S000005936	YPL015C|histone deacetylase HST2	protein	taxon:559292	GO:0000183|GO:0000183|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0008270|GO:0016740|GO:0017136|GO:0017136|GO:0017136|GO:0017136|GO:0031507|GO:0033558|GO:0045950|GO:0045950|GO:0045950|GO:0046872|GO:0051287|GO:0070403
YPL016W	SWI1	Subunit of the SWI/SNF chromatin remodeling complex	-0.83582747411368	3.57507094687079e-7	1.06256539028514e-6	-0.423849544658736	0.00118622361836907	0.00203600369585568	-0.347250683602634	0.00669068503158191	0.0103217663956336	SGD	S000005937	YPL016W|ADR6|GAM3|LPA1|[SWI+]|[SWI(+)]	protein	taxon:559292	GO:0000436|GO:0003677|GO:0003677|GO:0003677|GO:0005634|GO:0005634|GO:0005634|GO:0006261|GO:0006338|GO:0008270|GO:0016514|GO:0016514|GO:0016514|GO:0016514|GO:0016514|GO:0031496|GO:0045944|GO:0045944|GO:0045944|GO:0045944|GO:0046872|GO:0061629|GO:0061629|GO:0061629|GO:0061629
YPL017C	IRC15	Microtubule associated protein	3.40307756136637	7.58184763058486e-13	1.1899851762442e-11	3.40745843242371	1.83394204439141e-12	2.35048903942742e-11	3.3362636608508	2.25422338177801e-12	2.87034517376072e-11	SGD	S000005938	YPL017C	protein	taxon:559292	GO:0005737|GO:0005737|GO:0005737|GO:0005874|GO:0006312|GO:0007020|GO:0008017|GO:0016491|GO:0016491|GO:0016491|GO:0016651|GO:0034453|GO:0045144|GO:0045931|GO:0050660|GO:0051315
YPL018W	CTF19	Outer kinetochore protein, needed for accurate chromosome segregation	-1.13711056509342	1.40933888691697e-8	5.47506238663308e-8	-1.25992462741593	1.77941622507845e-9	8.13100742472787e-9	-0.890012322891662	5.30954375622287e-7	1.49482119179992e-6	SGD	S000005939	YPL018W|MCM18	protein	taxon:559292	GO:0000775|GO:0000776|GO:0000776|GO:0000817|GO:0003674|GO:0005634|GO:0005634|GO:0005634|GO:0005694|GO:0007049|GO:0007059|GO:0007094|GO:0008608|GO:0008608|GO:0034087|GO:0051301|GO:0051321|GO:0071459
YPL019C	VTC3	Regulatory subunit of vacuolar transporter chaperone (VTC) complex	0.382153873991728	1.77497919238965e-4	3.43412256404985e-4	0.276007872632955	0.00320164979596373	0.00516593851080459	0.347449729121251	4.36787228392842e-4	7.95760717152695e-4	SGD	S000005940	YPL019C|PHM2|vacuolar transporter chaperone	protein	taxon:559292	GO:0000329|GO:0000329|GO:0000329|GO:0000421|GO:0005516|GO:0005737|GO:0005773|GO:0005774|GO:0005783|GO:0005783|GO:0005789|GO:0005938|GO:0006797|GO:0006797|GO:0007034|GO:0007034|GO:0016020|GO:0016237|GO:0016237|GO:0031410|GO:0033254|GO:0042144
YPL020C	ULP1	Protease that specifically cleaves Smt3p protein conjugates	0.104091973910962	0.428646646112909	0.479633208669992	0.209896834893965	0.102619690902749	0.131236946753625	0.100278076889542	0.42753401724251	0.478114818291776	SGD	S000005941	YPL020C|NIB1|SUMO protease ULP1	protein	taxon:559292	GO:0000086|GO:0005635|GO:0005635|GO:0005730|GO:0006508|GO:0006508|GO:0008233|GO:0008234|GO:0008234|GO:0008234|GO:0016787|GO:0016926|GO:0016926|GO:0016929|GO:0016929|GO:0019783|GO:0044877
YPL022W	RAD1	Single-stranded DNA endonuclease (with Rad10p)	0.202020450357864	0.00684518706633329	0.0106978828752333	0.249537184397692	0.00116356239134091	0.00200061840573261	0.257177544315673	9.59826501260504e-4	0.00166445540986681	SGD	S000005943	YPL022W|LPB9|ssDNA endodeoxyribonuclease RAD1|RAD12	protein	taxon:559292	GO:0000014|GO:0000110|GO:0000110|GO:0000710|GO:0000735|GO:0000735|GO:0000736|GO:0000736|GO:0003677|GO:0003677|GO:0003697|GO:0003697|GO:0004518|GO:0004518|GO:0004519|GO:0004520|GO:0005634|GO:0005634|GO:0005634|GO:0006277|GO:0006281|GO:0006281|GO:0006289|GO:0006302|GO:0006310|GO:0006312|GO:0006974|GO:0016787
YPL023C	MET12	Protein with MTHFR activity in vitro	0.0343458266186897	0.624628068016017	0.667869729754174	0.0249610118647717	0.72107324693762	0.758820358466087	0.0548940115235136	0.435934140368513	0.486674287554807	SGD	S000005944	YPL023C|methylenetetrahydrofolate reductase (NAD(P)H) MET12	protein	taxon:559292	GO:0004489|GO:0004489|GO:0004489|GO:0004489|GO:0004489|GO:0005575|GO:0006555|GO:0006555|GO:0008150|GO:0016491|GO:0035999
YPL024W	RMI1	Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex	0.277850975564497	7.41276287635085e-4	0.00131937289521466	0.38528983902729	1.00679403956911e-5	2.32306643564099e-5	0.502849745234855	2.63879384904856e-7	7.8033853369849e-7	SGD	S000005945	YPL024W|NCE4	protein	taxon:559292	GO:0000400|GO:0003677|GO:0003697|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0006265|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0007049|GO:0007064|GO:0007064|GO:0007064|GO:0008047|GO:0031422|GO:0031422|GO:0031422|GO:0043388|GO:0043596|GO:0051301|GO:0051321
YPL026C	SKS1	Putative serine/threonine protein kinase	0.540814144314637	1.983404238906e-5	4.45905127628426e-5	0.757318484889488	1.28747984575495e-7	4.01781323475895e-7	0.743150471435015	1.90917350438541e-7	5.78268754940266e-7	SGD	S000005947	YPL026C|SHA3|putative serine/threonine protein kinase SKS1	protein	taxon:559292	GO:0000166|GO:0004672|GO:0004672|GO:0004672|GO:0004674|GO:0004674|GO:0004674|GO:0004674|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005737|GO:0006468|GO:0006468|GO:0006468|GO:0006914|GO:0007124|GO:0009749|GO:0010827|GO:0016301|GO:0016310|GO:0016740|GO:0045944
YPL027W	SMA1	Protein of unknown function involved in prospore membrane assembly	2.34844793063049	4.12636505170333e-5	8.82395732367888e-5	3.40575458598695	2.1184699178688e-7	6.33490495052972e-7	2.60055034774291	8.1560171757159e-6	1.91273754780073e-5	SGD	S000005948	YPL027W	protein	taxon:559292	GO:0003674|GO:0005628|GO:0005628|GO:0030435|GO:0032120|GO:0032120
YPL028W	ERG10	Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)	-0.49438143892093	1.25084863458729e-5	2.89301870962466e-5	-0.617853923154215	5.71345340122331e-7	1.58872437068597e-6	-0.613037960503081	6.32424092220543e-7	1.75606878965685e-6	SGD	S000005949	YPL028W|LPB3|TSM0115|acetyl-CoA C-acetyltransferase	protein	taxon:559292	GO:0003985|GO:0003985|GO:0003985|GO:0005634|GO:0005737|GO:0005737|GO:0005773|GO:0005829|GO:0006696|GO:0006696|GO:0016740|GO:0016746|GO:0016746|GO:0016747|GO:0016747|GO:0016747|GO:0016747|GO:0016747|GO:0016747|GO:0046872
YPL029W	SUV3	ATP-dependent RNA helicase	0.0801877815659997	0.34840237715549	0.398116012050365	-0.191548009191185	0.0278862359697761	0.0391327289367884	-0.118760683202399	0.16117225471065	0.197842144531893	SGD	S000005950	YPL029W|LPB2|ATP-dependent RNA helicase SUV3	protein	taxon:559292	GO:0000166|GO:0000262|GO:0000372|GO:0000957|GO:0003723|GO:0003724|GO:0003724|GO:0003724|GO:0003724|GO:0004386|GO:0005524|GO:0005524|GO:0005739|GO:0005739|GO:0005739|GO:0005759|GO:0006264|GO:0008859|GO:0016787|GO:0016817|GO:0045025
